ID,ID_orig,Name,Phase,Type,Subtype,Collection,Tracing,East,North,Region,SurvReg,Reg
331,331,Grassy Rises,,Structure,Possible Tlatel,,,506370.6505,2149775.728,Texcoco III,TX,TX-III
3632,1513,Tl. 13,,Structure,Tlatel,TRUE,Strip_I_Map_1b,510115.2945,2162457.091,Texcoco I,TX,TX-I
3887,1559,Tl. 15,,Structure,Tlatel,TRUE,Strip_I_Map_1b,508886.395,2163989.948,Texcoco I,TX,TX-I
3626,1510,Tl. 18,,Structure,Tlatel,TRUE,Strip_I_Map_1b,511464.562,2163419.926,Texcoco I,TX,TX-I
3644,1509,Tl. 23,,Structure,Tlatel,TRUE,Strip_I_Map_1b,513224.944,2162717.735,Texcoco I,TX,TX-I
3746,1512,Tl. 584,,Structure,Tlatel,TRUE,Strip_I_Map_1b,511836.672,2161931.683,Texcoco I,TX,TX-I
3989,1564,Tl. 1,,Structure,Tlatel,TRUE,Strip_I_Map_1b,505672.4455,2162704.961,Texcoco I,TX,TX-I
3795,1519,Tl. 11,,Structure,Tlatel,TRUE,Strip_I_Map_1b,510089.1225,2163362.311,Texcoco I,TX,TX-I
3685,1511,Tl. 17,,Structure,Tlatel,TRUE,Strip_I_Map_1b,511590.209,2162525.515,Texcoco I,TX,TX-I
3542,1565,Tl. 5,,Structure,Tlatel,TRUE,Strip_I_Map_1b,506324.9575,2163969.507,Texcoco I,TX,TX-I
3624,1514,Tl. 6,,Structure,Tlatel,TRUE,Strip_I_Map_1b,510497.281,2163761.775,Texcoco I,TX,TX-I
3586,1516,Tl. 8,,Structure,Tlatel,TRUE,Strip_I_Map_1b,509669.6985,2163686.769,Texcoco I,TX,TX-I
3594,1517,Tl. 9,,Structure,Tlatel,TRUE,Strip_I_Map_1b,509975.5775,2163771.59,Texcoco I,TX,TX-I
2106,,Aztec Salt Tlatel,,Structure,Undesignated Tlatel,,,497820.7549,2140457.257,Ixtapalapa,IX,IX
2102,,Aztec Tlatel,,Structure,Undesignated Tlatel,,,496997.7744,2139673.425,Ixtapalapa,IX,IX
2103,,Aztec Tlatel,,Structure,Undesignated Tlatel,,,497042.0298,2139698.957,Ixtapalapa,IX,IX
2104,,Aztec Tlatel,,Structure,Undesignated Tlatel,,,497088.8384,2139732.149,Ixtapalapa,IX,IX
2105,,Aztec Tlatel,,Structure,Undesignated Tlatel,,,497188.4131,2139803.638,Ixtapalapa,IX,IX
165,165,Earth Mound,,Structure,Possible Tlatel,,,523374.771,2113574.414,Chalco,CH,CH
1462,1484,eroded mound?,A,Structure,Possible Tlatel,,,522651.081,2154478.277,Texcoco II,TX,TX-II
1489,1511,eroded mound?,A,Structure,Possible Tlatel,,,518711.194,2153069.852,Texcoco II,TX,TX-II
3490,901,Feat. A,,Structure,Feature,TRUE,Jeff_I_L4_1_ABCD,495685.1895,2203370.286,Zumpango,ZU,ZU
3965,1099,Feat. A,,Structure,Feature,TRUE,MHP_II_L2_5BD,477614.3285,2204443.082,Zumpango,ZU,ZU
3250,266,Feat. A  (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504928.145,2127081.317,Chalco,CH,CH
2310,1139,Feat. AA,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,482880.435,2206183.704,Zumpango,ZU,ZU
2417,821,Feat. AA,,Structure,Feature,TRUE,1abcd_5ab_6abcd_7bd_8b,511028.7465,2119938.105,Chalco,CH,CH
3096,432,Feat. AA,,Structure,Feature,TRUE,54d_31ab_32ab,500158.606,2128961.453,Chalco,CH,CH
3456,1279,Feat. AA,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,491486.879,2203273.641,Zumpango,ZU,ZU
3303,284,Feat. AA (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,502350.639,2130571.64,Chalco,CH,CH
3348,77,Feat. AAA (w),,Structure,Feature,TRUE,23abcdef,500277.5605,2130432.331,Chalco,CH,CH
3415,78,Feat. AAB (w),,Structure,Feature,TRUE,23abcdef,500196.288,2130446.903,Chalco,CH,CH
3366,84,Feat. AAC (w),,Structure,Feature,TRUE,23abcdef,500269.675,2130004.81,Chalco,CH,CH
3423,80,Feat. AAD (w),,Structure,Feature,TRUE,23abcdef,499739.894,2130271.694,Chalco,CH,CH
3364,82,Feat. AAE (w),,Structure,Feature,TRUE,23abcdef,499716.2895,2130149.951,Chalco,CH,CH
3357,81,Feat. AAF (w),,Structure,Feature,TRUE,23abcdef,499686.6125,2130196.382,Chalco,CH,CH
3345,41,Feat. AAG (w),,Structure,Feature,TRUE,23abcdef,499603.2415,2130148.644,Xochimilco,XO,XO
3353,85,Feat. AAH,,Structure,Feature,TRUE,23abcdef,499707.9485,2130074.681,Chalco,CH,CH
3414,79,Feat. AAI (w),,Structure,Feature,TRUE,23abcdef,500298.372,2130328.504,Chalco,CH,CH
3075,811,Feat. AAL (w),,Structure,Feature,TRUE,2abcd,514503.853,2110964.453,Chalco,CH,CH
3073,806,Feat. AAM (w),,Structure,Feature,TRUE,2abcd,515960.184,2108145.001,Chalco,CH,CH
3072,807,Feat. AAN (w),,Structure,Feature,TRUE,2abcd,515994.466,2108144.041,Chalco,CH,CH
3076,805,Feat. AAO (w),,Structure,Feature,TRUE,2abcd,517096.8145,2108388.497,Chalco,CH,CH
2437,1137,Feat. AB,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,482740.9025,2206195.597,Zumpango,ZU,ZU
2455,1278,Feat. AB,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,490810.3145,2203598.574,Zumpango,ZU,ZU
3212,20,Feat. AB,,Structure,Feature,TRUE,13abcd_14abcd,491993.004,2135254.749,Xochimilco,XO,XO
3591,594,Feat. AB,,Structure,Feature,TRUE,7ac_12df,510966.9295,2120845.894,Chalco,CH,CH
3298,296,Feat. AB (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,502381.2665,2130057.339,Chalco,CH,CH
2378,1138,Feat. AC,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,482699.6185,2206176.34,Zumpango,ZU,ZU
3430,351,Feat. AC,,Structure,Feature,TRUE,51bcdef,484176.8145,2128675.961,Xochimilco,XO,XO
3461,593,Feat. AC,,Structure,Feature,TRUE,7ac_12df,510822.012,2120907.523,Chalco,CH,CH
3509,1276,Feat. AC,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,491117.4875,2204334.215,Zumpango,ZU,ZU
3231,297,Feat. AC (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,502391.115,2129892.26,Chalco,CH,CH
2458,1273,Feat. AD,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,491556.5315,2204628.037,Zumpango,ZU,ZU
2726,610,Feat. AD,,Structure,Feature,TRUE,7ac_12df,511983.1995,2123000.325,Chalco,CH,CH
3422,352,Feat. AD,,Structure,Feature,TRUE,51bcdef,484181.623,2128538.175,Xochimilco,XO,XO
4061,1127,Feat. AD,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,484596.834,2209453.9,Zumpango,ZU,ZU
3290,302,Feat. AD (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,500778.175,2130136.587,Chalco,CH,CH
2462,1275,Feat. AE,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,489811.2205,2205272.831,Zumpango,ZU,ZU
2740,609,Feat. AE,,Structure,Feature,TRUE,7ac_12df,511967.5645,2123067.744,Chalco,CH,CH
3254,353,Feat. AE,,Structure,Feature,TRUE,51bcdef,485155.206,2128446.225,Xochimilco,XO,XO
3402,1128,Feat. AE,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,482692.896,2207165.746,Zumpango,ZU,ZU
3230,298,Feat. AE (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,501293.937,2129631.228,Chalco,CH,CH
2347,1270,Feat. AF,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,490149.9865,2206013.231,Zumpango,ZU,ZU
2373,1134,Feat. AF,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,482344.9115,2207081.52,Zumpango,ZU,ZU
2733,611,Feat. AF,,Structure,Feature,TRUE,7ac_12df,512070.746,2123064.243,Chalco,CH,CH
3317,33,Feat. AF,,Structure,Feature,TRUE,21bcdef,485327.6065,2129426.715,Xochimilco,XO,XO
3296,299,Feat. AF (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,501341.3925,2129620.978,Chalco,CH,CH
2322,1132,Feat. AG,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,485237.205,2207664.31,Zumpango,ZU,ZU
2464,1281,Feat. AG,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,490013.8655,2207491.822,Zumpango,ZU,ZU
2727,616,Feat. AG,,Structure,Feature,TRUE,7ac_12df,512101.5845,2123067.726,Chalco,CH,CH
3363,215,Feat. AG,,Structure,Feature,TRUE,52f,490997.3365,2127836.554,Xochimilco,XO,XO
3299,300,Feat. AG (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,501405.1905,2129573.194,Chalco,CH,CH
2465,1131,Feat. AH,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,485176.376,2207632.955,Zumpango,ZU,ZU
2736,607,Feat. AH,,Structure,Feature,TRUE,7ac_12df,512126.158,2123051.305,Chalco,CH,CH
3426,355,Feat. AH,,Structure,Feature,TRUE,57abcd_58f,486988.2615,2124557.05,Xochimilco,XO,XO
3459,1280,Feat. AH,,Structure,Feature,TRUE,Jeff_II_L2_1_CD,490834.5595,2206745.127,Zumpango,ZU,ZU
3293,285,Feat. AH (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,501224.802,2130302.683,Chalco,CH,CH
2456,1130,Feat. AI,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,485160.8885,2207768.166,Zumpango,ZU,ZU
2734,606,Feat. AI,,Structure,Feature,TRUE,7ac_12df,512004.3725,2122908.413,Chalco,CH,CH
3294,374,Feat. AI,,Structure,Feature,TRUE,52d,488580.2785,2126918.315,Xochimilco,XO,XO
3676,960,Feat. AI,,Structure,Feature,TRUE,JRP_101_ABCDEF,489877.325,2199770.316,Zumpango,ZU,ZU
3224,282,Feat. AI (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504450.5545,2131631.461,Chalco,CH,CH
2399,1129,Feat. AJ,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,485218.98,2207864.352,Zumpango,ZU,ZU
2739,605,Feat. AJ,,Structure,Feature,TRUE,7ac_12df,512137.4795,2122707.682,Chalco,CH,CH
3904,961,Feat. AJ,,Structure,Feature,TRUE,JRP_101_ABCDEF,489890.743,2199901.063,Zumpango,ZU,ZU
3292,295,Feat. AJ (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504013.4305,2129482.581,Chalco,CH,CH
2725,604,Feat. AK,,Structure,Feature,TRUE,7ac_12df,512261.782,2122768.814,Chalco,CH,CH
3508,1157,Feat. AK,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486911.084,2208675.975,Zumpango,ZU,ZU
3670,962,Feat. AK,,Structure,Feature,TRUE,JRP_101_ABCDEF,489992.8865,2200208.167,Zumpango,ZU,ZU
3288,291,Feat. AK (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504380.5175,2129992.53,Chalco,CH,CH
3125,543,Feat. AL,,Structure,Feature,TRUE,Xabcd_12b,508674.234,2122636.532,Chalco,CH,CH
3559,954,Feat. AL,,Structure,Feature,TRUE,JRP_101_ABCDEF,490032.6845,2200429.168,Zumpango,ZU,ZU
3568,1156,Feat. AL,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486932.724,2208714.346,Zumpango,ZU,ZU
3227,289,Feat. AL (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504421.1255,2130168.288,Chalco,CH,CH
2895,557,Feat. AM,,Structure,Feature,TRUE,Xabcd_12b,508868.924,2123287.13,Chalco,CH,CH
3569,1155,Feat. AM,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486901.2955,2208720.657,Zumpango,ZU,ZU
3680,955,Feat. AM,,Structure,Feature,TRUE,JRP_101_ABCDEF,490275.3175,2200593.795,Zumpango,ZU,ZU
3228,288,Feat. AM (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504465.7655,2130580.609,Chalco,CH,CH
2857,552,Feat. AN,,Structure,Feature,TRUE,Xabcd_12b,508781.381,2123773.612,Chalco,CH,CH
3497,1154,Feat. AN,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486876.337,2208686.721,Zumpango,ZU,ZU
3671,956,Feat. AN,,Structure,Feature,TRUE,JRP_101_ABCDEF,490224.686,2200628.874,Zumpango,ZU,ZU
3158,287,Feat. AN (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504746.7945,2130523.684,Chalco,CH,CH
3683,1158,Feat. AO,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486832.6985,2208699.572,Zumpango,ZU,ZU
3731,957,Feat. AO,,Structure,Feature,TRUE,JRP_101_ABCDEF,490106.3885,2200804.585,Zumpango,ZU,ZU
3226,290,Feat. AO (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504612.9275,2130198.451,Chalco,CH,CH
3183,539,Feat. AP,,Structure,Feature,TRUE,Xabcd_12b,508814.7185,2118381.293,Chalco,CH,CH
3565,1133,Feat. AP,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,487293.83,2207237.148,Zumpango,ZU,ZU
3669,968,Feat. AP,,Structure,Feature,TRUE,JRP_101_ABCDEF,491854.1735,2200523.382,Zumpango,ZU,ZU
3229,301,Feat. AP (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504547.0045,2130211.257,Chalco,CH,CH
3409,49,Feat. AQ,,Structure,Feature,TRUE,23abcdef,498918.262,2130466.711,Xochimilco,XO,XO
3667,966,Feat. AQ,,Structure,Feature,TRUE,JRP_101_ABCDEF,492057.2915,2199843.169,Zumpango,ZU,ZU
3674,1263,Feat. AQ,,Structure,Feature,TRUE,MHP_II_L2_1A,489234.385,2208821.737,Zumpango,ZU,ZU
3232,292,Feat. AQ (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504573.4585,2129988.108,Chalco,CH,CH
2158,57,Feat. AR,,Structure,Feature,TRUE,23abcdef,497223.796,2132374.882,Xochimilco,XO,XO
3486,970,Feat. AR,,Structure,Feature,TRUE,JRP_101_ABCDEF,493906.7155,2200548.074,Zumpango,ZU,ZU
3679,1264,Feat. AR,,Structure,Feature,TRUE,MHP_II_L2_1A,488434.53,2207300.27,Zumpango,ZU,ZU
3295,294,Feat. AR (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504527.4425,2129665.329,Chalco,CH,CH
2394,971,Feat. AS,,Structure,Feature,TRUE,JRP_101_ABCDEF,493137.238,2199920.763,Zumpango,ZU,ZU
3512,1256,Feat. AS,,Structure,Feature,TRUE,MHP_II_L2_1B,487869.899,2205502.106,Zumpango,ZU,ZU
3168,303,Feat. AS (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504636.114,2129721.915,Chalco,CH,CH
2182,67,Feat. AS-Mound 1,,Structure,Feature,TRUE,23abcdef,497153.027,2132596.72,Xochimilco,XO,XO
2178,68,Feat. AS-Mound 2,,Structure,Feature,TRUE,23abcdef,497188.2315,2132563.239,Xochimilco,XO,XO
2184,69,Feat. AS-Mound 3,,Structure,Feature,TRUE,23abcdef,497186.493,2132626.221,Xochimilco,XO,XO
2179,71,Feat. AS-Mound 5,,Structure,Feature,TRUE,23abcdef,497294.6675,2132706.941,Xochimilco,XO,XO
4034,70,Feat. AS-Mound 5,,Structure,Feature,TRUE,23abcdef,497238.585,2132671.688,Xochimilco,XO,XO
2180,72,Feat. AS-Mound 6,,Structure,Feature,TRUE,23abcdef,497337.75,2132718.415,Xochimilco,XO,XO
2181,73,Feat. AS-Mound 7,,Structure,Feature,TRUE,23abcdef,497392.4975,2132703.298,Xochimilco,XO,XO
2185,74,Feat. AS-Mound 8,,Structure,Feature,TRUE,23abcdef,497448.044,2132668.383,Xochimilco,XO,XO
3417,76,Feat. AT,,Structure,Feature,TRUE,23abcdef,496021.052,2132174.357,Xochimilco,XO,XO
3666,967,Feat. AT,,Structure,Feature,TRUE,JRP_101_ABCDEF,492207.691,2200198.455,Zumpango,ZU,ZU
3956,1260,Feat. AT,,Structure,Feature,TRUE,MHP_II_L2_1B,488558.272,2204636.714,Zumpango,ZU,ZU
3169,293,Feat. AT (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504699.6,2129714.616,Chalco,CH,CH
2665,1258,Feat. AU,,Structure,Feature,TRUE,MHP_II_L2_1B,489128.8225,2205704.741,Zumpango,ZU,ZU
3421,46,Feat. AU,,Structure,Feature,TRUE,23abcdef,495717.266,2132377.988,Xochimilco,XO,XO
3677,969,Feat. AU,,Structure,Feature,TRUE,JRP_101_ABCDEF,492341.2535,2200757.389,Zumpango,ZU,ZU
3222,286,Feat. AU (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,505042.1175,2130610.902,Chalco,CH,CH
3375,47,Feat. AV,,Structure,Feature,TRUE,23abcdef,495389.975,2132114.797,Xochimilco,XO,XO
3662,965,Feat. AV,,Structure,Feature,TRUE,JRP_101_ABCDEF,491536.904,2199105.525,Zumpango,ZU,ZU
3949,1257,Feat. AV,,Structure,Feature,TRUE,MHP_II_L2_1B,489170.3735,2205668.646,Zumpango,ZU,ZU
3225,283,Feat. AV (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,505110.9015,2131268.603,Chalco,CH,CH
3323,48,Feat. AW,,Structure,Feature,TRUE,23abcdef,494780.452,2131772.692,Xochimilco,XO,XO
3471,1259,Feat. AW,,Structure,Feature,TRUE,MHP_II_L2_1B,489209.992,2204663.497,Zumpango,ZU,ZU
3719,964,Feat. AW,,Structure,Feature,TRUE,JRP_101_ABCDEF,491640.7915,2199060.99,Zumpango,ZU,ZU
3207,280,Feat. AW (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504887.391,2132151.919,Chalco,CH,CH
2990,56,Feat. AWI,,Structure,Feature,TRUE,23abcdef,496506.474,2129864.407,Xochimilco,XO,XO
2390,1149,Feat. AX,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486997.7085,2203499.256,Zumpango,ZU,ZU
3435,52,Feat. AX,,Structure,Feature,TRUE,23abcdef,495265.215,2130874.793,Xochimilco,XO,XO
3605,984,Feat. AX,,Structure,Feature,TRUE,JRP_101_ABCDEF,491631.987,2198522.916,Zumpango,ZU,ZU
3239,281,Feat. AX (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,502732.521,2131879.866,Chalco,CH,CH
3412,43,Feat. AY,,Structure,Feature,TRUE,23abcdef,495025.1675,2130302.373,Xochimilco,XO,XO
3476,1150,Feat. AY,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486755.8165,2203621.353,Zumpango,ZU,ZU
3554,985,Feat. AY,,Structure,Feature,TRUE,JRP_101_ABCDEF,490322.469,2198796.877,Zumpango,ZU,ZU
3479,234,Feat. AY (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,502325.4305,2134008.359,Chalco,CH,CH
3330,42,Feat. AZ,,Structure,Feature,TRUE,23abcdef,494822.588,2130412.193,Xochimilco,XO,XO
3726,959,Feat. AZ,,Structure,Feature,TRUE,JRP_101_ABCDEF,489996.4455,2199598.188,Zumpango,ZU,ZU
4004,1151,Feat. AZ,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486067.1345,2203626.427,Zumpango,ZU,ZU
2700,791,Feat. B,,Structure,Feature,TRUE,8bd_5abcd,517837.549,2113187.382,Chalco,CH,CH
3163,454,Feat. B,,Structure,Feature,TRUE,54d_31ab_32ab,502145.154,2126809.206,Chalco,CH,CH
3549,906,Feat. B,,Structure,Feature,TRUE,Jeff_I_L4_1_ABCD,495885.288,2203103.095,Zumpango,ZU,ZU
4066,1101,Feat. B,,Structure,Feature,TRUE,MHP_II_L2_5BD,476466.134,2206996.038,Zumpango,ZU,ZU
3255,265,Feat. B (w),,Structure,Feature,TRUE,16abcd_24abcd_32gh,504575.079,2127249.328,Chalco,CH,CH
3379,51,Feat. BA,,Structure,Feature,TRUE,23abcdef,494921.329,2130588.261,Xochimilco,XO,XO
3500,963,Feat. BA,,Structure,Feature,TRUE,JRP_101_ABCDEF,490660.561,2199380.956,Zumpango,ZU,ZU
3941,1152,Feat. BA,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486100.186,2203661.079,Zumpango,ZU,ZU
2326,1148,Feat. BB,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,486193.5625,2204537.196,Zumpango,ZU,ZU
2362,820,Feat. BB,,Structure,Feature,TRUE,1abcd_5ab_6abcd_7bd_8b,511194.1055,2120028.692,Chalco,CH,CH
3164,428,Feat. BB,,Structure,Feature,TRUE,54d_31ab_32ab,500188.423,2128859.853,Chalco,CH,CH
3958,975,Feat. BB,,Structure,Feature,TRUE,JRP_101_ABCDEF,492394.8005,2199227.079,Zumpango,ZU,ZU
3322,50,Feat. BC,,Structure,Feature,TRUE,23abcdef,494784.11,2130632.733,Xochimilco,XO,XO
3678,1147,Feat. BC,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,485383.8515,2204202.846,Zumpango,ZU,ZU
3901,978,Feat. BC,,Structure,Feature,TRUE,JRP_101_ABCDEF,492387.6075,2198386.776,Zumpango,ZU,ZU
2397,979,Feat. BD,,Structure,Feature,TRUE,JRP_101_ABCDEF,492385.354,2198356.832,Zumpango,ZU,ZU
3420,44,Feat. BD,,Structure,Feature,TRUE,23abcdef,494701.48,2130155.921,Xochimilco,XO,XO
4063,1153,Feat. BD,,Structure,Feature,TRUE,MHP_II_L2_3ABCD,485218.6945,2204072.365,Zumpango,ZU,ZU
2338,980,Feat. BE,,Structure,Feature,TRUE,JRP_101_ABCDEF,492405.853,2198335.65,Zumpango,ZU,ZU
3262,115,Feat. BE,,Structure,Feature,TRUE,22abcdef,494478.857,2130428.635,Xochimilco,XO,XO
4048,1184,Feat. BE,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483405.946,2199918.993,Zumpango,ZU,ZU
3268,112,Feat. BF,,Structure,Feature,TRUE,22abcdef,494404.7735,2131150.289,Xochimilco,XO,XO
3612,981,Feat. BF,,Structure,Feature,TRUE,JRP_101_ABCDEF,492504.581,2198170.552,Zumpango,ZU,ZU
4050,1187,Feat. BF,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483454.1055,2199195.421,Zumpango,ZU,ZU
3266,110,Feat. BG,,Structure,Feature,TRUE,22abcdef,494147.183,2131511.638,Xochimilco,XO,XO
3672,974,Feat. BG,,Structure,Feature,TRUE,JRP_101_ABCDEF,492561.19,2199274.639,Zumpango,ZU,ZU
4041,1201,Feat. BG,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483518.277,2199343.274,Zumpango,ZU,ZU
2610,1214,Feat. BH,,Structure,Feature,TRUE,MHP_II_L5_26,480686.611,2201503.269,Zumpango,ZU,ZU
3265,111,Feat. BH,,Structure,Feature,TRUE,22abcdef,494239.5565,2131545.165,Xochimilco,XO,XO
3673,973,Feat. BH,,Structure,Feature,TRUE,JRP_101_ABCDEF,492598.6405,2199380.551,Zumpango,ZU,ZU
2398,972,Feat. BI,,Structure,Feature,TRUE,JRP_101_ABCDEF,492679.243,2199561.109,Zumpango,ZU,ZU
2603,1211,Feat. BI,,Structure,Feature,TRUE,MHP_II_L5_26,480581.03,2201744.915,Zumpango,ZU,ZU
3425,114,Feat. BI,,Structure,Feature,TRUE,22abcdef,493440.549,2130726.1,Xochimilco,XO,XO
2547,1231,Feat. BJ,,Structure,Feature,TRUE,MHP_II_L5_26,480442.6965,2201855.486,Zumpango,ZU,ZU
3271,109,Feat. BJ,,Structure,Feature,TRUE,22abcdef,493460.6095,2131623.338,Xochimilco,XO,XO
3614,983,Feat. BJ,,Structure,Feature,TRUE,JRP_101_ABCDEF,493360.6195,2197832.834,Zumpango,ZU,ZU
2605,1213,Feat. BK,,Structure,Feature,TRUE,MHP_II_L5_26,480203.7585,2201814.707,Zumpango,ZU,ZU
3279,108,Feat. BK,,Structure,Feature,TRUE,22abcdef,493412.336,2131668.857,Xochimilco,XO,XO
3496,982,Feat. BK,,Structure,Feature,TRUE,JRP_101_ABCDEF,493330.395,2197852.489,Zumpango,ZU,ZU
2321,1188,Feat. BL,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483729.514,2199377.567,Zumpango,ZU,ZU
3275,105,Feat. BL,,Structure,Feature,TRUE,22abcdef,492820.0915,2131935.247,Xochimilco,XO,XO
3969,976,Feat. BL,,Structure,Feature,TRUE,JRP_101_ABCDEF,493440.366,2198516.117,Zumpango,ZU,ZU
3223,100,Feat. BM,,Structure,Feature,TRUE,22abcdef,492621.5375,2132202.202,Xochimilco,XO,XO
4039,977,Feat. BM,,Structure,Feature,TRUE,JRP_101_ABCDEF,493476.713,2198263.48,Zumpango,ZU,ZU
4052,1189,Feat. BM,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483607.1085,2199367.407,Zumpango,ZU,ZU
3220,99,Feat. BN,,Structure,Feature,TRUE,22abcdef,492643.0545,2132235.774,Xochimilco,XO,XO
3560,986,Feat. BN,,Structure,Feature,TRUE,JRP_101_ABCDEF,487710.48,2199798.955,Zumpango,ZU,ZU
3997,1185,Feat. BN,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483598.756,2199185.558,Zumpango,ZU,ZU
3256,117,Feat. BO,,Structure,Feature,TRUE,22abcdef,491319.3635,2132386.609,Xochimilco,XO,XO
3564,950,Feat. BO,,Structure,Feature,TRUE,JRP_101_ABCDEF,488494.694,2200996.146,Zumpango,ZU,ZU
3934,1186,Feat. BO,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483586.723,2199150.253,Zumpango,ZU,ZU
2381,1192,Feat. BP,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,484058.198,2198558.972,Zumpango,ZU,ZU
3260,113,Feat. BP,,Structure,Feature,TRUE,22abcdef,492040.56,2132077.998,Xochimilco,XO,XO
3563,951,Feat. BP,,Structure,Feature,TRUE,JRP_101_ABCDEF,488476.548,2200987.552,Zumpango,ZU,ZU
2343,958,Feat. BQ,,Structure,Feature,TRUE,JRP_101_ABCDEF,488389.58,2201302.85,Zumpango,ZU,ZU
3359,95,Feat. BQ,,Structure,Feature,TRUE,22abcdef,492082.5785,2132517.955,Xochimilco,XO,XO
4045,1191,Feat. BQ,,Structure,Feature,TRUE,MHP_II_L5_29_ABCD,483869.823,2199136.442,Zumpango,ZU,ZU
2497,1222,Feat. BR,,Structure,Feature,TRUE,MHP_II_L5_26,480545.5665,2201484.445,Zumpango,ZU,ZU
3291,96,Feat. BR,,Structure,Feature,TRUE,22abcdef,491998.191,2132613.35,Xochimilco,XO,XO
3718,953,Feat. BR,,Structure,Feature,TRUE,JRP_101_ABCDEF,488309.3645,2200738.057,Zumpango,ZU,ZU
2562,1223,Feat. BS,,Structure,Feature,TRUE,MHP_II_L5_26,480557.3305,2201511.969,Zumpango,ZU,ZU
3218,97,Feat. BS,,Structure,Feature,TRUE,22abcdef,491906.264,2132686.462,Xochimilco,XO,XO
3723,952,Feat. BS,,Structure,Feature,TRUE,JRP_101_ABCDEF,488239.3425,2200663.585,Zumpango,ZU,ZU
2597,1208,Feat. BT,,Structure,Feature,TRUE,MHP_II_L5_26,480530.643,2201527.014,Zumpango,ZU,ZU
3286,93,Feat. BT,,Structure,Feature,TRUE,22abcdef,491782.5665,2132952.05,Xochimilco,XO,XO
3839,989,Feat. BT,,Structure,Feature,TRUE,JRP_101_ABCDEF,488185.445,2198111.041,Zumpango,ZU,ZU
